PMID,Diagnostic criteria,Prevalence or Incidence,"Type (Any, early to intermediate, late-wet, late-dry)",Sex,Age,End hypothesized 95,age_start,age_end,Region,Nation,Ethnicity,First authors,Period,year_start,year_end,Sample size,Patients with AMD,proportion,standard error,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,Late-wet,Female,61-70,61-70,61.0,70.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,83.0,2.0,0.024096385542168676,0.016832180075559026,,,,
,,,Late-wet,,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,4.0,0.044444444444444446,0.02172278266461508,,,,
,,,Late-wet,Male,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,44.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,46.0,4.0,0.08695652173913043,0.04154491677851779,,,,
,,,Late-wet,,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,25.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,22.0,0.0,0.0,0.0,,,,
,,,Late-dry,,51-90,51-90,51.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,7.0,0.015250544662309368,0.005720041887389532,,,,
,,,Late-dry,Male,51-90,51-90,51.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,223.0,6.0,0.026905829596412557,0.010835481065044958,,,,
,,,Late-dry,Female,51-90,51-90,51.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,236.0,1.0,0.00423728813559322,0.0042283013001622955,,,,
,,,Late-dry,,51-60,51-60,51.0,60.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,0.0,0.0,0.0,,,,
,,,Late-dry,Male,51-60,51-60,51.0,60.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,75.0,0.0,0.0,0.0,,,,
,,,Late-dry,Female,51-60,51-60,51.0,60.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,85.0,0.0,0.0,0.0,,,,
,,,Late-dry,,61-70,61-70,61.0,70.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,2.0,0.012345679012345678,0.008675658875633412,,,,
,,,Late-dry,Male,61-70,61-70,61.0,70.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,79.0,2.0,0.02531645569620253,0.017673384396892217,,,,
,,,Late-dry,Female,61-70,61-70,61.0,70.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,83.0,0.0,0.0,0.0,,,,
,,,Late-dry,,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,1.0,0.011111111111111112,0.01104921028901948,,,,
,,,Late-dry,Male,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,44.0,1.0,0.022727272727272728,0.022467523936912755,,,,
,,,Late-dry,Female,71-80,71-80,71.0,80.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,46.0,0.0,0.0,0.0,,,,
,,,Late-dry,,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,4.0,0.0851063829787234,0.04070215806788415,,,,
,,,Late-dry,Male,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,25.0,3.0,0.12,0.06499230723708768,,,,
,,,Late-dry,Female,81-90,81-90,81.0,90.0,Europe,Norway,NR,"Björnsson OM et al, 2006",2002,2002.0,2002.0,22.0,1.0,0.045454545454545456,0.04440947367810884,,,,
,,,Any,,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,210.0,0.45751633986928103,0.02325360508615911,,,,
,,,Any,,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,53.0,0.33125,0.037209158608802216,,,,
,,,Any,,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,70.0,0.43209876543209874,0.038919783152568194,,,,
,,,Any,,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,56.0,0.6222222222222222,0.05110574314269731,,,,
,,,Any,,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,31.0,0.6595744680851063,0.0691184596975729,,,,
,,,Early to intermediate,,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,197.0,0.42919389978213507,0.023102805956768908,,,,
,,,Early to intermediate,,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,53.0,0.33125,0.037209158608802216,,,,
,,,Early to intermediate,,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,66.0,0.4074074074074074,0.03860424493681835,,,,
,,,Early to intermediate,,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,51.0,0.5666666666666667,0.05223404121574737,,,,
,,,Early to intermediate,,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,27.0,0.574468085106383,0.07211906589779132,,,,
,,,Late,,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,13.0,0.02832244008714597,0.007743192874550957,,,,
,,,Late,Male,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,223.0,6.0,0.026905829596412557,0.010835481065044958,,,,
,,,Late,Female,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,236.0,7.0,0.029661016949152543,0.011043297112416781,,,,
,,,Late,,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,0.0,0.0,0.0,,,,
,,,Late,Male,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,75.0,0.0,0.0,0.0,,,,
,,,Late,Female,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,85.0,0.0,0.0,0.0,,,,
,,,Late,,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,4.0,0.024691358024691357,0.012192310586166788,,,,
,,,Late,Male,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,79.0,2.0,0.02531645569620253,0.017673384396892217,,,,
,,,Late,Female,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,83.0,2.0,0.024096385542168676,0.016832180075559026,,,,
,,,Late,,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,5.0,0.05555555555555555,0.024145194093343144,,,,
,,,Late,Male,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,44.0,1.0,0.022727272727272728,0.022467523936912755,,,,
,,,Late,Female,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,46.0,4.0,0.08695652173913043,0.04154491677851779,,,,
,,,Late,,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,4.0,0.0851063829787234,0.04070215806788415,,,,
,,,Late,Male,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,25.0,3.0,0.12,0.06499230723708768,,,,
,,,Late,Female,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,22.0,1.0,0.045454545454545456,0.04440947367810884,,,,
,,,Late-wet,,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,6.0,0.013071895424836602,0.0053015846224928435,,,,
,,,Late-wet,Male,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,223.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,236.0,6.0,0.025423728813559324,0.010246405493497592,,,,
,,,Late-wet,,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,75.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,85.0,0.0,0.0,0.0,,,,
,,,Late-wet,,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,2.0,0.012345679012345678,0.008675658875633412,,,,
,,,Late-wet,Male,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,79.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,83.0,2.0,0.024096385542168676,0.016832180075559026,,,,
,,,Late-wet,,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,4.0,0.044444444444444446,0.02172278266461508,,,,
,,,Late-wet,Male,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,44.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,46.0,4.0,0.08695652173913043,0.04154491677851779,,,,
,,,Late-wet,,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,0.0,0.0,0.0,,,,
,,,Late-wet,Male,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,25.0,0.0,0.0,0.0,,,,
,,,Late-wet,Female,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,22.0,0.0,0.0,0.0,,,,
,,,Late-dry,,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,459.0,7.0,0.015250544662309368,0.005720041887389532,,,,
,,,Late-dry,Male,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,223.0,6.0,0.026905829596412557,0.010835481065044958,,,,
,,,Late-dry,Female,51-90,51-90,51.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,236.0,1.0,0.00423728813559322,0.0042283013001622955,,,,
,,,Late-dry,,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,160.0,0.0,0.0,0.0,,,,
,,,Late-dry,Male,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,75.0,0.0,0.0,0.0,,,,
,,,Late-dry,Female,51-60,51-60,51.0,60.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,85.0,0.0,0.0,0.0,,,,
,,,Late-dry,,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,162.0,2.0,0.012345679012345678,0.008675658875633412,,,,
,,,Late-dry,Male,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,79.0,2.0,0.02531645569620253,0.017673384396892217,,,,
,,,Late-dry,Female,61-70,61-70,61.0,70.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,83.0,0.0,0.0,0.0,,,,
,,,Late-dry,,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,90.0,1.0,0.011111111111111112,0.01104921028901948,,,,
,,,Late-dry,Male,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,44.0,1.0,0.022727272727272728,0.022467523936912755,,,,
,,,Late-dry,Female,71-80,71-80,71.0,80.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,46.0,0.0,0.0,0.0,,,,
,,,Late-dry,,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,47.0,4.0,0.0851063829787234,0.04070215806788415,,,,
,,,Late-dry,Male,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,25.0,3.0,0.12,0.06499230723708768,,,,
,,,Late-dry,Female,81-90,81-90,81.0,90.0,Europe,Norway,European ancestry,"Björnsson OM et al, 2006",2002,2002.0,2002.0,22.0,1.0,0.045454545454545456,0.04440947367810884,,,,
16989759.0,Wisconsin Age-Related Maculopathy Grading System,Prevalence,Intermediate,,40+,40-95,40.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,614.0,0.1403107861060329,0.005250221319622031,,,,
,,,Intermediate,,40-44,40-44,40.0,44.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,123.0,0.16780354706684858,0.013802619354128742,,,,
,,,Intermediate,,45-49,45-49,45.0,49.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,115.0,0.1619718309859155,0.013826742660866975,,,,
,,,Intermediate,,50-54,50-54,50.0,54.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,81.0,0.1361344537815126,0.014058811900691618,,,,
,,,Intermediate,,55-59,55-59,55.0,59.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,76.0,0.13194444444444445,0.014101264966448155,,,,
,,,Intermediate,,60-64,60-64,60.0,64.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,121.0,0.16666666666666666,0.013831377714776922,,,,
,,,Intermediate,,65-69,65-69,65.0,69.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,70.0,0.1263537906137184,0.014115850617249006,,,,
,,,Intermediate,,70-74,70-74,70.0,74.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,21.0,0.0695364238410596,0.014637010786691463,,,,
,,,Intermediate,,75+,75-95,75.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,7.0,0.03888888888888889,0.014409977872193001,,,,
,,,Late,,40+,40-95,40.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,7.0,0.0015996343692870202,0.0006041211944169711,,,,
,,,Late,,40-44,40-44,40.0,44.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,1.0,0.001364256480218281,0.00136332556473614,,,,
,,,Late,,45-49,45-49,45.0,49.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late,,50-54,50-54,50.0,54.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late,,55-59,55-59,55.0,59.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,3.0,0.005208333333333333,0.002999191614818848,,,,
,,,Late,,60-64,60-64,60.0,64.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,1.0,0.0013774104683195593,0.0013764615116321187,,,,
,,,Late,,65-69,65-69,65.0,69.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late,,70-74,70-74,70.0,74.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late,,75+,75-95,75.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,2.0,0.011111111111111112,0.007812971522121846,,,,
,,,Late-wet,,40+,40-95,40.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,6.0,0.0013711151736745886,0.0005593715494731051,,,,
,,,Late-wet,,40-44,40-44,40.0,44.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,1.0,0.001364256480218281,0.00136332556473614,,,,
,,,Late-wet,,45-49,45-49,45.0,49.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-54,50-54,50.0,54.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late-wet,,55-59,55-59,55.0,59.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,3.0,0.005208333333333333,0.002999191614818848,,,,
,,,Late-wet,,60-64,60-64,60.0,64.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,0.0,0.0,0.0,,,,
,,,Late-wet,,65-69,65-69,65.0,69.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late-wet,,70-74,70-74,70.0,74.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late-wet,,75+,75-95,75.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,2.0,0.011111111111111112,0.007812971522121846,,,,
,,,Late-dry,,40+,40-95,40.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,1.0,0.00022851919561243144,0.00022849308360919105,,,,
,,,Late-dry,,40-44,40-44,40.0,44.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,0.0,0.0,0.0,,,,
,,,Late-dry,,45-49,45-49,45.0,49.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-54,50-54,50.0,54.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late-dry,,55-59,55-59,55.0,59.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,0.0,0.0,0.0,,,,
,,,Late-dry,,60-64,60-64,60.0,64.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,1.0,0.0013774104683195593,0.0013764615116321187,,,,
,,,Late-dry,,65-69,65-69,65.0,69.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late-dry,,70-74,70-74,70.0,74.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late-dry,,75+,75-95,75.0,95.0,Asia,China,NR,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,0.0,0.0,0.0,,,,
,,,Intermediate,,40+,40-95,40.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,614.0,0.1403107861060329,0.005250221319622031,,,,
,,,Intermediate,,40-44,40-44,40.0,44.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,123.0,0.16780354706684858,0.013802619354128742,,,,
,,,Intermediate,,45-49,45-49,45.0,49.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,115.0,0.1619718309859155,0.013826742660866975,,,,
,,,Intermediate,,50-54,50-54,50.0,54.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,81.0,0.1361344537815126,0.014058811900691618,,,,
,,,Intermediate,,55-59,55-59,55.0,59.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,76.0,0.13194444444444445,0.014101264966448155,,,,
,,,Intermediate,,60-64,60-64,60.0,64.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,121.0,0.16666666666666666,0.013831377714776922,,,,
,,,Intermediate,,65-69,65-69,65.0,69.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,70.0,0.1263537906137184,0.014115850617249006,,,,
,,,Intermediate,,70-74,70-74,70.0,74.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,21.0,0.0695364238410596,0.014637010786691463,,,,
,,,Intermediate,,75+,75-95,75.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,7.0,0.03888888888888889,0.014409977872193001,,,,
,,,Late,,40+,40-95,40.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,7.0,0.0015996343692870202,0.0006041211944169711,,,,
,,,Late,,40-44,40-44,40.0,44.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,1.0,0.001364256480218281,0.00136332556473614,,,,
,,,Late,,45-49,45-49,45.0,49.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late,,50-54,50-54,50.0,54.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late,,55-59,55-59,55.0,59.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,3.0,0.005208333333333333,0.002999191614818848,,,,
,,,Late,,60-64,60-64,60.0,64.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,1.0,0.0013774104683195593,0.0013764615116321187,,,,
,,,Late,,65-69,65-69,65.0,69.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late,,70-74,70-74,70.0,74.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late,,75+,75-95,75.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,2.0,0.011111111111111112,0.007812971522121846,,,,
,,,Late-wet,,40+,40-95,40.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,6.0,0.0013711151736745886,0.0005593715494731051,,,,
,,,Late-wet,,40-44,40-44,40.0,44.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,1.0,0.001364256480218281,0.00136332556473614,,,,
,,,Late-wet,,45-49,45-49,45.0,49.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late-wet,,50-54,50-54,50.0,54.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late-wet,,55-59,55-59,55.0,59.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,3.0,0.005208333333333333,0.002999191614818848,,,,
,,,Late-wet,,60-64,60-64,60.0,64.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,0.0,0.0,0.0,,,,
,,,Late-wet,,65-69,65-69,65.0,69.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late-wet,,70-74,70-74,70.0,74.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late-wet,,75+,75-95,75.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,2.0,0.011111111111111112,0.007812971522121846,,,,
,,,Late-dry,,40+,40-95,40.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,4376.0,1.0,0.00022851919561243144,0.00022849308360919105,,,,
,,,Late-dry,,40-44,40-44,40.0,44.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,733.0,0.0,0.0,0.0,,,,
,,,Late-dry,,45-49,45-49,45.0,49.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,710.0,0.0,0.0,0.0,,,,
,,,Late-dry,,50-54,50-54,50.0,54.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,595.0,0.0,0.0,0.0,,,,
,,,Late-dry,,55-59,55-59,55.0,59.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,576.0,0.0,0.0,0.0,,,,
,,,Late-dry,,60-64,60-64,60.0,64.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,726.0,1.0,0.0013774104683195593,0.0013764615116321187,,,,
,,,Late-dry,,65-69,65-69,65.0,69.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,554.0,0.0,0.0,0.0,,,,
,,,Late-dry,,70-74,70-74,70.0,74.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,302.0,0.0,0.0,0.0,,,,
,,,Late-dry,,75+,75-95,75.0,95.0,Asia,China,Asian ancestry,"Li Y et al, 2006",2001,2001.0,2001.0,180.0,0.0,0.0,0.0,,,,
17325139.0,Wisconsin Age-Related Maculopathy Grading System,Prevalence,Any,,50-79,50-79,50.0,79.0,Asia,India,NR,"Gupta SK et al, 2007",2002-2003,2002.0,2003.0,1101.0,413.0,0.3751135331516803,0.014591107814222683,,,,
,,,Any,Male,50-79,50-79,50.0,79.0,Asia,India,NR,"Gupta SK et al, 2007",2002-2003,2002.0,2003.0,529.0,213.0,0.40264650283553877,0.021323075025081042,,,,
